date,open,close,high,low,volume,code
2017-06-23,13.756,14.185,14.204,13.747,1128049.0,600900
2017-06-30,14.214,14.662,14.671,14.185,1061411.0,600900
2017-07-07,14.671,14.624,14.748,14.414,1167153.0,600900
2017-07-14,14.662,14.85,14.967,14.423,1293719.0,600900
2017-07-21,14.88,15.03,15.15,14.68,879075.0,600900
2017-07-28,15.04,15.32,15.33,14.78,869884.0,600900
2017-08-04,15.3,14.98,15.62,14.94,1001625.0,600900
2017-08-11,14.95,15.12,15.25,14.77,1265217.0,600900
2017-08-18,15.2,15.42,15.45,14.94,915731.0,600900
2017-08-25,15.38,15.36,15.49,15.17,574085.0,600900
2017-09-01,15.37,14.97,15.44,14.93,931346.0,600900
2017-09-08,14.97,15.23,15.34,14.86,949185.0,600900
2017-09-15,15.27,15.05,15.44,14.95,843119.0,600900
2017-09-22,15.0,15.12,15.12,14.93,801436.0,600900
2017-09-29,15.1,15.07,15.34,14.95,858464.0,600900
2017-10-13,15.12,15.37,15.61,15.12,1126575.0,600900
2017-10-20,15.31,15.96,16.32,15.31,1378611.0,600900
2017-10-27,15.96,16.05,16.37,15.9,851836.0,600900
2017-11-03,16.15,16.04,16.25,15.79,943760.0,600900
2017-11-10,15.98,16.59,16.67,15.97,944079.0,600900
2017-11-17,16.66,16.93,16.95,16.03,1290013.0,600900
